# High Confidence Delete Terms
Generated: 2026-04-23
Source: docs/delete-candidate-terms.txt
Purpose: Terms from the 196-candidate list that are 99% safe to delete because they lower page quality, dilute the FinTechTerms positioning, duplicate stronger entries, or contain obvious quality defects.
Term count: 144
Format: id | category | slug | term_en | term_tr | term_ru | deletion_reason
Decision rule: delete unless there is a specific strategic reason to rewrite one as a stronger fintech/finance/MIS concept.
Review remainder: 52

term_4146 | Technology | 3d-printing | 3D Printing | 3D Yazıcı | 3D-печать | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4035 | Technology | ar | AR | AR (Artırılmış Gerçeklik) | AR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4148 | Technology | autonomous-vehicle | Autonomous Vehicle | Otonom Araç | Беспилотный автомобиль | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4042 | Technology | bioinformatics | Bioinformatics | Biyoinformatik | Биоинформатика | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4047 | Technology | dark-mode | Dark Mode | Karanlık Mod | Темная тема | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4147 | Technology | drone | Drone | Drone (İHA) | Дрон | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4043 | Technology | genomics | Genomics | Genomik | Геномика | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4080 | Technology | moore-s-law | Moore's Law | Moore Yasası | Закон Мура | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4037 | Technology | mr | MR | MR (Karma Gerçeklik) | MR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4151 | Technology | nanotechnology | Nanotechnology | Nanoteknoloji | Нанотехнологии | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4153 | Technology | renewable-energy | Renewable Energy | Yenilenebilir Enerji | Возобновляемая энергия | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4079 | Technology | rfid | RFID | RFID | RFID | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4040 | Technology | robotics | Robotics | Robotik | Робототехника | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4081 | Technology | singularity | Singularity | Tekillik (Singularity) | Сингулярность | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4084 | Technology | smart-city | Smart City | Akıllı Şehir | Умный город | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4149 | Technology | smart-home | Smart Home | Akıllı Ev | Умный дом | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4036 | Technology | vr | VR | VR (Sanal Gerçeklik) | VR | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4150 | Technology | wearable-tech | Wearable Tech | Giyilebilir Teknoloji | Носимые технологии | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_4086 | Technology | wi-fi-6 | Wi-Fi 6 | Wi-Fi 6 | Wi-Fi 6 | FinTechTerms ana stratejisine göre dolgu gibi kalıyor; ancak finansal kullanım senaryosu ile yeniden yazılırsa geri eklenebilir.
term_818 | Technology | array | Array | Dizi (Array) | Массив | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_829 | Technology | bit | Bit | Bit | Бит | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_4136 | Technology | boolean | Boolean | Mantıksal Değer (Boolean) | Булево значение | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_830 | Technology | byte | Byte | Bayt | Байт | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_1149 | Technology | bytecode | Bytecode | Ara Kod (Bytecode) | Байт-код | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_1147 | Technology | compiler | Compiler | Derleyici (Compiler) | Компилятор | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_816 | Technology | float | Float | Kayan Noktalı Sayı (Float) | Float (Число с запятой) | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_815 | Technology | integer | Integer | Tamsayı | Целое число | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_1148 | Technology | interpreter | Interpreter | Yorumlayıcı (Interpreter) | Интерпретатор | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_839 | Technology | linker | Linker | Bağlayıcı (Linker) | Линковщик | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
term_4139 | Technology | null | Null | Null (Boş Değer) | Null | FinTechTerms için bağlamı zayıf; finansal ürün, veri, ödeme veya regülasyonla yeniden kurgulanmadan düşük değerli.
